latitude,longitude,place_name,country_code,timezone
33.86419,48.26258,Aleshtar,IR,Asia/Tehran
40.55851,17.80774,Mesagne,IT,Europe/Rome
53.0233,-1.48119,Belper,GB,Europe/London
50.75767,-1.5443,Lymington,GB,Europe/London
41.91886,8.73812,Ajaccio,FR,Europe/Paris
2.41669,30.98551,Paidha,UG,Africa/Kampala
55.67938,12.53463,Frederiksberg,DK,Europe/Copenhagen
28.88162,120.03308,Guli,CN,Asia/Shanghai
51.42708,-0.91979,Lower Earley,GB,Europe/London
22.37066,114.10479,Tsuen Wan,HK,Asia/Hong_Kong
53.77166,38.12408,Bogoroditsk,RU,Europe/Moscow
37.16911,10.03478,El Alia,TN,Africa/Tunis
-33.38056,-56.52361,Durazno,UY,America/Montevideo
20.28527,-103.42897,Jocotepec,MX,America/Mexico_City
55.38752,36.73307,Naro-Fominsk,RU,Europe/Moscow
27.0174,49.62251,Al Jubayl,SA,Asia/Riyadh
10.22677,-67.33122,La Victoria,VE,America/Caracas
51.62907,-0.74934,High Wycombe,GB,Europe/London
30.75545,20.22625,Ajdabiya,LY,Africa/Tripoli
37.51803,15.00913,Misterbianco,IT,Europe/Rome
53.5942,25.8191,Novogrudok,BY,Europe/Minsk
41.15376,-87.88754,Bourbonnais,US,America/Chicago
-20.25333,-43.80139,Itabirito,BR,America/Sao_Paulo
43.83125,5.03586,Cavaillon,FR,Europe/Paris
28.54944,-81.77285,Clermont,US,America/New_York
-6.8048,110.8405,Kudus,ID,Asia/Jakarta
47.90771,106.88324,Ulan Bator,MN,Asia/Ulaanbaatar
49.97704,9.15214,Aschaffenburg,DE,Europe/Berlin
41.57721,-93.71133,West Des Moines,US,America/Chicago
21.46527,83.97573,Sambalpur,IN,Asia/Kolkata
13.48082,-86.58208,Somoto,NI,America/Managua
48.35693,10.98461,Friedberg,DE,Europe/Berlin
34.9,137.5,Shinshiro,JP,Asia/Tokyo
48.21644,9.02596,Albstadt,DE,Europe/Berlin
23.29549,113.82465,Licheng,CN,Asia/Shanghai
48.78232,9.17702,Stuttgart,DE,Europe/Berlin
8.88988,-79.62603,Veracruz,PA,America/Panama
41.09822,120.74792,Nanpiao,CN,Asia/Shanghai
56.03361,35.96944,Volokolamsk,RU,Europe/Moscow
49.5099,6.74549,Losheim,DE,Europe/Berlin
39.57582,-105.11221,Ken Caryl,US,America/Denver
27.34089,117.4831,Shaowu,CN,Asia/Shanghai
4.88441,101.96857,Gua Musang,MY,Asia/Kuala_Lumpur
34.31,-2.16,Jerada,MA,Africa/Casablanca
32.17629,75.06583,Fazilpur,PK,Asia/Karachi
35.48199,137.02166,Minokamo,JP,Asia/Tokyo
33.3213,130.94098,Hita,JP,Asia/Tokyo
36.81667,117.81667,Zhoucun,CN,Asia/Shanghai
3.3285,99.1625,Tebingtinggi,ID,Asia/Jakarta
38.13708,41.00817,Silvan,TR,Europe/Istanbul
12.35275,121.06761,San Jose,PH,Asia/Manila
1.6,103.81667,Ulu Tiram,MY,Asia/Kuala_Lumpur
50.75932,25.34244,Lutsk,UA,Europe/Kiev
6.45407,3.39467,Lagos,NG,Africa/Lagos
15.5439,73.7553,Calangute,IN,Asia/Kolkata
41.15612,1.10687,Reus,ES,Europe/Madrid
49.68369,8.61839,Bensheim,DE,Europe/Berlin
20.88098,75.11937,Parola,IN,Asia/Kolkata
53.69786,-2.68758,Leyland,GB,Europe/London
4.96667,10.7,Tonga,CM,Africa/Douala
34.65918,109.22921,Yanliang,CN,Asia/Shanghai
34.31,-2.16,Jerada,MA,Africa/Casablanca
45.75279,130.57211,Boli,CN,Asia/Shanghai
36.06523,-119.01677,Porterville,US,America/Los_Angeles
47.64995,-117.23991,Opportunity,US,America/Los_Angeles
32.17629,75.06583,Fazilpur,PK,Asia/Karachi
-12.91667,-39.25,Muritiba,BR,America/Bahia
8.88988,-79.62603,Veracruz,PA,America/Panama
3.7278,98.6738,Labuhan Deli,ID,Asia/Jakarta
38.17492,-122.2608,American Canyon,US,America/Los_Angeles
-27.4338,-65.61427,Aguilares,AR,America/Argentina/Tucuman
39.00622,-77.4286,Sterling,US,America/New_York
9.91861,-68.30472,Tinaquillo,VE,America/Caracas
43.61058,1.33467,Colomiers,FR,Europe/Paris
9.58126,8.2926,Kafanchan,NG,Africa/Lagos
20.88098,75.11937,Parola,IN,Asia/Kolkata
32.61603,44.02488,Karbala,IQ,Asia/Baghdad
42.58342,-71.8023,Fitchburg,US,America/New_York
14.0823,98.19151,Dawei,MM,Asia/Yangon
-7.57897,112.23109,Diwek,ID,Asia/Jakarta
39.59611,27.02444,Edremit,TR,Europe/Istanbul
12.25282,79.41727,Gingee,IN,Asia/Kolkata
7.83389,-72.47417,Villa del Rosario,CO,America/Bogota
25.87498,86.59611,Saharsa,IN,Asia/Kolkata
47.38093,-122.23484,Kent,US,America/Los_Angeles
27.76056,-15.58602,Maspalomas,ES,Atlantic/Canary
51.82721,107.60627,Ulan-Ude,RU,Asia/Irkutsk
35.64889,117.27583,Sishui,CN,Asia/Shanghai
54.84444,38.16694,Kashira,RU,Europe/Moscow
43.31667,-2.68333,Gernika-Lumo,ES,Europe/Madrid
53.53333,-7.35,An Muileann gCearr,IE,Europe/Dublin
-23.44361,-51.87389,Sarandi,BR,America/Sao_Paulo
53.00974,-3.05814,Rhosllanerchrugog,GB,Europe/London
10.20898,123.758,Naga,PH,Asia/Manila
41.8542,-87.66561,Lower West Side,US,America/Chicago
45.0408,-93.263,Columbia Heights,US,America/Chicago
45.39402,9.29109,San Giuliano Milanese,IT,Europe/Rome
7.65649,4.92235,Efon-Alaaye,NG,Africa/Lagos
47.80527,-122.24064,Bothell West,US,America/Los_Angeles
45.75279,130.57211,Boli,CN,Asia/Shanghai
50.80019,7.20769,Siegburg,DE,Europe/Berlin
15.79408,104.1451,Yasothon,TH,Asia/Bangkok
32.55531,76.12647,Chamba,IN,Asia/Kolkata
10.61285,12.19458,Biu,NG,Africa/Lagos
26.91756,-82.07842,Punta Gorda Isles,US,America/New_York
20.88953,-156.47432,Kahului,US,Pacific/Honolulu
53.16167,6.76111,Hoogezand,NL,Europe/Amsterdam
-0.71667,-48.52333,Soure,BR,America/Belem
33.72255,-116.37697,Palm Desert,US,America/Los_Angeles
45.49428,-122.86705,Aloha,US,America/Los_Angeles
48.07667,8.64409,Trossingen,DE,Europe/Berlin
-17.83333,48.41667,Ambatondrazaka,MG,Indian/Antananarivo
49.03685,8.70745,Bretten,DE,Europe/Berlin
43.4125,23.225,Montana,BG,Europe/Sofia
36.53333,136.61667,Nonoichi,JP,Asia/Tokyo
16.68911,98.50893,Myawadi,MM,Asia/Yangon
-19.72806,-50.19556,Iturama,BR,America/Sao_Paulo
39.22493,42.85693,Patnos,TR,Europe/Istanbul
-8.66667,-35.71667,Catende,BR,America/Recife
13.70167,-89.10944,Ilopango,SV,America/El_Salvador
5.27247,-3.59625,Bonoua,CI,Africa/Abidjan
34.63915,-120.45794,Lompoc,US,America/Los_Angeles
44.31771,9.32241,Chiavari,IT,Europe/Rome
44.43579,26.01649,Sector 6,RO,Europe/Bucharest
41.82143,41.77921,Kobuleti,GE,Asia/Tbilisi
45.75279,130.57211,Boli,CN,Asia/Shanghai
41.09822,120.74792,Nanpiao,CN,Asia/Shanghai
2.41669,30.98551,Paidha,UG,Africa/Kampala
53.69786,-2.68758,Leyland,GB,Europe/London
36.91023,-121.75689,Watsonville,US,America/Los_Angeles
23.73333,114.68333,Heyuan,CN,Asia/Shanghai
35.06667,135.21667,Sasayama,JP,Asia/Tokyo
35.85,117.7,Dongdu,CN,Asia/Shanghai
55.62047,37.49338,Tyoply Stan,RU,Europe/Moscow
31.28092,74.85849,Patti,IN,Asia/Kolkata
32.42067,-104.22884,Carlsbad,US,America/Denver
5.27247,-3.59625,Bonoua,CI,Africa/Abidjan
32.54044,-82.90375,Dublin,US,America/New_York
6.46346,-2.31938,Bibiani,GH,Africa/Accra
53.69786,-2.68758,Leyland,GB,Europe/London
55.39485,43.83992,Arzamas,RU,Europe/Moscow
10.63504,-85.43772,Liberia,CR,America/Costa_Rica
43.83125,5.03586,Cavaillon,FR,Europe/Paris
41.15376,-87.88754,Bourbonnais,US,America/Chicago
-21.15,46.58333,Ikalamavony,MG,Indian/Antananarivo
13.56667,-15.6,Farafenni,GM,Africa/Banjul
41.15376,-87.88754,Bourbonnais,US,America/Chicago
52.4581,13.28702,Dahlem,DE,Europe/Berlin
-4.24444,-42.29444,Barras,BR,America/Fortaleza
-0.35817,42.54536,Kismayo,SO,Africa/Mogadishu
0.46005,34.11169,Busia,KE,Africa/Nairobi
51.78967,1.15597,Clacton-on-Sea,GB,Europe/London
51.65,-0.2,Barnet,GB,Europe/London
37.73604,-120.93549,Riverbank,US,America/Los_Angeles
60.02427,30.28491,Kolomyagi,RU,Europe/Moscow
41.80753,-87.65644,New City,US,America/Chicago
30.35028,112.19028,Jingzhou,CN,Asia/Shanghai
22.88783,84.13864,Jashpurnagar,IN,Asia/Kolkata
47.83333,59.6,Shalqar,KZ,Asia/Aqtobe
40.60538,-73.75513,Far Rockaway,US,America/New_York
40.87329,14.43865,Somma Vesuviana,IT,Europe/Rome
44.43579,26.01649,Sector 6,RO,Europe/Bucharest
36.75965,137.36215,Namerikawa,JP,Asia/Tokyo
16.06213,76.0586,Hungund,IN,Asia/Kolkata
41.94175,123.50266,Hushitai,CN,Asia/Shanghai
51.21667,6.26667,Schwalmtal,DE,Europe/Berlin
52.53048,13.29371,Charlottenburg-Nord,DE,Europe/Berlin
54.58048,16.86194,Ustka,PL,Europe/Warsaw
50.06,43.2379,Mikhaylovka,RU,Europe/Volgograd
53.46506,-1.47217,Chapletown,GB,Europe/London
36.82167,128.63083,Eisen,KR,Asia/Seoul
31.71667,73.38333,Sangla Hill,PK,Asia/Karachi
44.98901,38.94324,Yablonovskiy,RU,Europe/Moscow
40.65995,-111.99633,Kearns,US,America/Denver
-6.48167,106.85417,Cibinong,ID,Asia/Jakarta
50.50301,13.63617,Most,CZ,Europe/Prague
29.84576,-90.10674,Estelle,US,America/Chicago
23.5654,119.58627,Magong,TW,Asia/Taipei
41.84364,-87.71255,South Lawndale,US,America/Chicago
51.65,-0.2,Barnet,GB,Europe/London
30.21121,74.4818,Malaut,IN,Asia/Kolkata
37.60876,-77.37331,Mechanicsville,US,America/New_York
13.44581,101.18445,Phanat Nikhom,TH,Asia/Bangkok
51.12794,4.21372,Temse,BE,Europe/Brussels
40.65538,-74.38987,Scotch Plains,US,America/New_York
37.71715,-122.40433,Visitacion Valley,US,America/Los_Angeles
52.41667,0.75,Thetford,GB,Europe/London
43.32686,-2.98884,Leioa,ES,Europe/Madrid
51.39323,0.47713,Strood,GB,Europe/London
12.95629,78.27539,Robertsonpet,IN,Asia/Kolkata
35.95664,36.7138,Binnish,SY,Asia/Damascus
59.37722,28.19028,Narva,EE,Europe/Tallinn
5.20856,-74.73584,Honda,CO,America/Bogota
44.73941,-93.12577,Rosemount,US,America/Chicago
50.11861,-5.53715,Penzance,GB,Europe/London
45.49428,-122.86705,Aloha,US,America/Los_Angeles
37.65639,126.835,Goyang-si,KR,Asia/Seoul
43.1009,-75.23266,Utica,US,America/New_York
41.50343,-74.01042,Newburgh,US,America/New_York
6.33444,124.95278,Tupi,PH,Asia/Manila
30.21121,74.4818,Malaut,IN,Asia/Kolkata
-22.45667,-47.53028,Santa Gertrudes,BR,America/Sao_Paulo
-1.26424,104.09701,Simpang,ID,Asia/Jakarta
40.65538,-74.38987,Scotch Plains,US,America/New_York
26.44931,91.61356,Rangia,IN,Asia/Kolkata
20.88197,85.83334,Bhuban,IN,Asia/Kolkata
29.84576,-90.10674,Estelle,US,America/Chicago
52.4089,31.3237,Dobrush,BY,Europe/Minsk
55.67938,12.53463,Frederiksberg,DK,Europe/Copenhagen
41.14676,-73.49484,New Canaan,US,America/New_York
30.21121,74.4818,Malaut,IN,Asia/Kolkata
42.7,27.25,Aytos,BG,Europe/Sofia
30.5427,-97.54667,Hutto,US,America/Chicago
39.96097,-75.60804,West Chester,US,America/New_York
28.88162,120.03308,Guli,CN,Asia/Shanghai
12.04161,75.35927,Talipparamba,IN,Asia/Kolkata
48.52961,12.16179,Landshut,DE,Europe/Berlin
32.52515,-93.75018,Shreveport,US,America/Chicago
37.08819,-8.2503,Albufeira,PT,Europe/Lisbon
64.5635,39.8302,Severodvinsk,RU,Europe/Moscow
44.80477,-0.59543,Talence,FR,Europe/Paris
25.87498,86.59611,Saharsa,IN,Asia/Kolkata
22.49396,-105.36369,Acaponeta,MX,America/Mazatlan
50.82709,6.9747,Wesseling,DE,Europe/Berlin
42.7,27.25,Aytos,BG,Europe/Sofia
-3.74912,-73.25383,Iquitos,PE,America/Lima
-6.8,39.25,Magomeni,TZ,Africa/Dar_es_Salaam
48.98693,2.44892,Gonesse,FR,Europe/Paris
20.88953,-156.47432,Kahului,US,Pacific/Honolulu
34.08565,74.80555,Srinagar,IN,Asia/Kolkata
43.31667,-2.68333,Gernika-Lumo,ES,Europe/Madrid
53.16167,6.76111,Hoogezand,NL,Europe/Amsterdam
40.37528,28.88222,Mudanya,TR,Europe/Istanbul
35.50056,117.63083,Pingyi,CN,Asia/Shanghai
-3.14306,-58.44417,Itacoatiara,BR,America/Manaus
46.67535,5.55575,Lons-le-Saunier,FR,Europe/Paris
3.3285,99.1625,Tebingtinggi,ID,Asia/Jakarta
33.54428,-84.23381,Stockbridge,US,America/New_York
50.75932,25.34244,Lutsk,UA,Europe/Kiev
25.67927,-80.31727,Kendall,US,America/New_York
35,136.51667,Komono,JP,Asia/Tokyo
10.20898,123.758,Naga,PH,Asia/Manila
41.47892,-87.45476,Schererville,US,America/Chicago
14.37395,100.48528,Bang Ban,TH,Asia/Bangkok
41.75338,-86.11084,Granger,US,America/Indiana/Indianapolis
-7.73379,113.69785,Besuki,ID,Asia/Jakarta
49.07866,30.96755,Zvenihorodka,UA,Europe/Kiev
26.44931,91.61356,Rangia,IN,Asia/Kolkata
50.72043,11.34046,Rudolstadt,DE,Europe/Berlin
42.22718,14.39024,Lanciano,IT,Europe/Rome
26.2173,-80.22588,North Lauderdale,US,America/New_York
-34.88422,150.60036,Nowra,AU,Australia/Sydney
38.72706,-9.24671,Carnaxide,PT,Europe/Lisbon
41.63976,2.35739,Cardedeu,ES,Europe/Madrid
44.92934,37.99117,Krymsk,RU,Europe/Moscow
31.92923,34.86563,Ramla,IL,Asia/Jerusalem
50.80904,8.77069,Marburg an der Lahn,DE,Europe/Berlin
65.93381,111.4834,Aykhal,RU,Asia/Yakutsk
51.82721,107.60627,Ulan-Ude,RU,Asia/Irkutsk
50.86079,17.4674,Brzeg,PL,Europe/Warsaw
-19.7625,-44.31389,Esmeraldas,BR,America/Sao_Paulo
53.94313,10.30215,Bad Segeberg,DE,Europe/Berlin
25.49043,85.94001,Teghra,IN,Asia/Kolkata
-7.73379,113.69785,Besuki,ID,Asia/Jakarta
44.92934,37.99117,Krymsk,RU,Europe/Moscow
-4.24444,-42.29444,Barras,BR,America/Fortaleza
3.7278,98.6738,Labuhan Deli,ID,Asia/Jakarta
47.56494,31.33078,Voznesensk,UA,Europe/Kiev
36.20389,127.08472,Nonsan,KR,Asia/Seoul
46.67535,5.55575,Lons-le-Saunier,FR,Europe/Paris
-22.53722,-42.98194,Guapimirim,BR,America/Sao_Paulo
20.22816,-103.5687,Zacoalco de Torres,MX,America/Mexico_City
4.02219,101.02083,Teluk Intan,MY,Asia/Kuala_Lumpur
-27.76952,30.79165,Vryheid,ZA,Africa/Johannesburg
23.15678,-81.24441,Varadero,CU,America/Havana
13.8196,100.04427,Nakhon Pathom,TH,Asia/Bangkok
34.56861,105.89333,Beidao,CN,Asia/Shanghai
56.85836,35.90057,Tver,RU,Europe/Moscow
-1.26753,116.82887,Balikpapan,ID,Asia/Makassar
33.03699,-117.29198,Encinitas,US,America/Los_Angeles
43.67681,4.63031,Arles,FR,Europe/Paris
40.42386,-3.53261,San Fernando de Henares,ES,Europe/Madrid
20.22816,-103.5687,Zacoalco de Torres,MX,America/Mexico_City
43.78956,7.60872,Ventimiglia,IT,Europe/Rome
17.30858,97.01124,Kyaikto,MM,Asia/Yangon
53.49389,-1.29243,Mexborough,GB,Europe/London
24.81757,84.63445,Rafiganj,IN,Asia/Kolkata
44.31771,9.32241,Chiavari,IT,Europe/Rome
25.66795,85.83636,Dalsingh Sarai,IN,Asia/Kolkata
45.40008,-73.58248,Sainte-Catherine,CA,America/Toronto
34.4833,136.84186,Toba,JP,Asia/Tokyo
-7.57897,112.23109,Diwek,ID,Asia/Jakarta
34.95303,-120.43572,Santa Maria,US,America/Los_Angeles
49.5099,6.74549,Losheim,DE,Europe/Berlin
42.62833,20.89389,Glogovac,XK,Europe/Belgrade
50.76306,-1.29772,Cowes,GB,Europe/London
-22.92306,-53.13722,Loanda,BR,America/Sao_Paulo
13.44581,101.18445,Phanat Nikhom,TH,Asia/Bangkok
51.67822,33.9162,Hlukhiv,UA,Europe/Kiev
41.72063,12.6723,Ariccia,IT,Europe/Rome
3.02013,30.91105,Arua,UG,Africa/Kampala
9.535,-13.68778,Camayenne,GN,Africa/Conakry
53.0233,-1.48119,Belper,GB,Europe/London
32.87533,71.57118,Daud Khel,PK,Asia/Karachi
-31.4488,-60.93173,Esperanza,AR,America/Argentina/Cordoba
18.65297,-72.09391,Thomazeau,HT,America/Port-au-Prince
50.80019,7.20769,Siegburg,DE,Europe/Berlin
48.90982,2.45012,Bobigny,FR,Europe/Paris
-4.16694,-40.7475,Guaraciaba do Norte,BR,America/Fortaleza
25.6439,77.9129,Narwar,IN,Asia/Kolkata
58.63667,59.80222,Lesnoy,RU,Asia/Yekaterinburg
44.35056,142.45778,Nayoro,JP,Asia/Tokyo
-1.26424,104.09701,Simpang,ID,Asia/Jakarta
11.00599,77.5609,Kangayam,IN,Asia/Kolkata
43.16547,-77.70066,Gates-North Gates,US,America/New_York
47.64995,-117.23991,Opportunity,US,America/Los_Angeles
31.71667,73.38333,Sangla Hill,PK,Asia/Karachi
28.92694,78.23456,Bachhraon,IN,Asia/Kolkata
43.83125,5.03586,Cavaillon,FR,Europe/Paris
38.10558,-1.86343,Caravaca,ES,Europe/Madrid
-34.74785,-58.70072,Pontevedra,AR,America/Argentina/Buenos_Aires
15.46063,99.89166,Thap Than,TH,Asia/Bangkok
52.53048,13.29371,Charlottenburg-Nord,DE,Europe/Berlin
37.49073,-2.77259,Baza,ES,Europe/Madrid
34.77453,-96.67834,Ada,US,America/Chicago
14.37395,100.48528,Bang Ban,TH,Asia/Bangkok
37.65639,126.835,Goyang-si,KR,Asia/Seoul
36.08497,9.37082,Siliana,TN,Africa/Tunis
37.05944,37.3825,Gaziantep,TR,Europe/Istanbul
50.75767,-1.5443,Lymington,GB,Europe/London
28.88162,120.03308,Guli,CN,Asia/Shanghai
11.86064,9.0027,Gaya,NG,Africa/Lagos
34.31,-2.16,Jerada,MA,Africa/Casablanca
-21.15,46.58333,Ikalamavony,MG,Indian/Antananarivo
33.3213,130.94098,Hita,JP,Asia/Tokyo
-27.4338,-65.61427,Aguilares,AR,America/Argentina/Tucuman
44.59445,11.04979,Castelfranco Emilia,IT,Europe/Rome
50.56149,4.69889,Gembloux,BE,Europe/Brussels
11.84962,-86.19903,Jinotepe,NI,America/Managua
51.14942,15.00835,Zgorzelec,PL,Europe/Warsaw
33.14447,47.3799,Darreh Shahr,IR,Asia/Tehran
4.73245,-74.26419,Madrid,CO,America/Bogota
51.65333,5.2875,Vught,NL,Europe/Amsterdam
45.73333,4.91667,Bron,FR,Europe/Paris
35.21222,2.31889,Ksar Chellala,DZ,Africa/Algiers
-33.59217,-70.6996,San Bernardo,CL,America/Santiago
34.31,-2.16,Jerada,MA,Africa/Casablanca
36.76775,2.95924,Cheraga,DZ,Africa/Algiers
42.8139,-1.64295,Segundo Ensanche,ES,Europe/Madrid
18.51957,73.85535,Pune,IN,Asia/Kolkata
22.10194,85.37752,Barbil,IN,Asia/Kolkata
55.75556,60.70278,Ozersk,RU,Asia/Yekaterinburg
12.1277,78.15794,Dharmapuri,IN,Asia/Kolkata
-19.7625,-44.31389,Esmeraldas,BR,America/Sao_Paulo
29.98869,122.20488,Zhoushan,CN,Asia/Shanghai
37.73222,115.70111,Hengshui,CN,Asia/Shanghai
24.81757,84.63445,Rafiganj,IN,Asia/Kolkata
39.59611,27.02444,Edremit,TR,Europe/Istanbul
-44.39672,171.25364,Timaru,NZ,Pacific/Auckland
38.96667,-0.18333,Gandia,ES,Europe/Madrid
50.23019,8.77155,Karben,DE,Europe/Berlin
38.54491,-121.74052,Davis,US,America/Los_Angeles
-1.9487,30.4347,Rwamagana,RW,Africa/Kigali
20.28527,-103.42897,Jocotepec,MX,America/Mexico_City
-6.25,38.66667,Mvomero,TZ,Africa/Dar_es_Salaam
58.04254,65.27258,Tavda,RU,Asia/Yekaterinburg
45.43341,-73.86586,Beaconsfield,CA,America/Toronto
39.32011,-76.51552,Rosedale,US,America/New_York
47.80527,-122.24064,Bothell West,US,America/Los_Angeles
51.21667,6.26667,Schwalmtal,DE,Europe/Berlin
43.41949,77.0202,Otegen Batyra,KZ,Asia/Almaty
39.72943,-104.83192,Aurora,US,America/Denver
53.93361,37.92792,Kireyevsk,RU,Europe/Moscow
33.78333,114.51667,Wacheng,CN,Asia/Shanghai
13.48082,-86.58208,Somoto,NI,America/Managua
41.1053,-7.32097,Custoias,PT,Europe/Lisbon
26.44931,91.61356,Rangia,IN,Asia/Kolkata
36.21544,65.93249,Sar-e Pul,AF,Asia/Kabul
30.5427,-97.54667,Hutto,US,America/Chicago
10.29085,105.75635,Sa Dec,VN,Asia/Ho_Chi_Minh
33.98154,-81.23621,Lexington,US,America/New_York
-11.94306,-76.70944,Chosica,PE,America/Lima
36.33011,138.89585,Annaka,JP,Asia/Tokyo
60.2052,24.6522,Espoo,FI,Europe/Helsinki
51.78771,56.36091,Saraktash,RU,Asia/Yekaterinburg
50.8,3.16667,Wevelgem,BE,Europe/Brussels
30.29184,71.67164,Qadirpur Ran,PK,Asia/Karachi
40.93121,-73.89875,Yonkers,US,America/New_York
35.05266,-78.87836,Fayetteville,US,America/New_York
49.07866,30.96755,Zvenihorodka,UA,Europe/Kiev
47.4943,-122.24092,Bryn Mawr-Skyway,US,America/Los_Angeles
29.53885,-95.44744,Fresno,US,America/Chicago
35.82756,137.95378,Ina,JP,Asia/Tokyo
-1.63333,13.58357,Franceville,GA,Africa/Libreville
40.56754,-89.64066,Pekin,US,America/Chicago
42.7392,-84.62081,Waverly,US,America/Detroit
35.88264,-80.08199,Thomasville,US,America/New_York
34.75856,136.13108,Ueno-ebisumachi,JP,Asia/Tokyo
54.39635,24.04142,Alytus,LT,Europe/Vilnius
0.49113,29.47306,Beni,CD,Africa/Lubumbashi
-27.4338,-65.61427,Aguilares,AR,America/Argentina/Tucuman
-3.74912,-73.25383,Iquitos,PE,America/Lima
6.84019,79.87116,Dehiwala-Mount Lavinia,LK,Asia/Colombo
53.77166,38.12408,Bogoroditsk,RU,Europe/Moscow
61.78491,34.34691,Petrozavodsk,RU,Europe/Moscow
51.38673,0.30367,Hartley,GB,Europe/London
39.71734,-74.96933,Sicklerville,US,America/New_York
-31.95224,115.8614,Perth,AU,Australia/Perth
6.25947,102.05461,Tak Bai,TH,Asia/Bangkok
-20.88231,55.4504,Saint-Denis,RE,Indian/Reunion
47.83333,59.6,Shalqar,KZ,Asia/Aqtobe
36.24624,139.07204,Fujioka,JP,Asia/Tokyo
43.62558,13.39954,Falconara Marittima,IT,Europe/Rome
48.98693,2.44892,Gonesse,FR,Europe/Paris
-54.8,-68.3,Ushuaia,AR,America/Argentina/Ushuaia
5.6561,-75.87877,Andes,CO,America/Bogota
7.50251,5.06258,Igbara-Odo,NG,Africa/Lagos
11.86064,9.0027,Gaya,NG,Africa/Lagos
5.4709,100.24529,Batu Feringgi,MY,Asia/Kuala_Lumpur
44.27804,-88.27205,Kaukauna,US,America/Chicago
50.7236,-3.52751,Exeter,GB,Europe/London
16.0567,103.65309,Roi Et,TH,Asia/Bangkok
18.51957,73.85535,Pune,IN,Asia/Kolkata
33.37526,74.3092,Rajaori,IN,Asia/Kolkata
43.11667,1.6,Pamiers,FR,Europe/Paris
37.58105,29.26639,Serinhisar,TR,Europe/Istanbul
23.49668,86.68363,Adra,IN,Asia/Kolkata
-8.73508,24.99798,Kamina,CD,Africa/Lubumbashi
36.08497,9.37082,Siliana,TN,Africa/Tunis
-27.76952,30.79165,Vryheid,ZA,Africa/Johannesburg
28.88162,120.03308,Guli,CN,Asia/Shanghai
46.65581,32.6178,Kherson,UA,Europe/Kiev
12.35275,121.06761,San Jose,PH,Asia/Manila
14.62578,121.12251,Antipolo,PH,Asia/Manila
41.75338,-86.11084,Granger,US,America/Indiana/Indianapolis
41.27621,-72.86843,East Haven,US,America/New_York
40.98894,28.67582,Yakuplu,TR,Europe/Istanbul
53.00974,-3.05814,Rhosllanerchrugog,GB,Europe/London
48.8222,2.12213,Le Chesnay,FR,Europe/Paris
40.67705,-73.89125,Cypress Hills,US,America/New_York
27.92333,118.53333,Pucheng,CN,Asia/Shanghai
41.91886,8.73812,Ajaccio,FR,Europe/Paris
59.80917,30.38167,Shushary,RU,Europe/Moscow
30.17746,-81.38758,Palm Valley,US,America/New_York
15.5439,73.7553,Calangute,IN,Asia/Kolkata
35.815,139.6853,Shimotoda,JP,Asia/Tokyo
41.80753,-87.65644,New City,US,America/Chicago
6.25947,102.05461,Tak Bai,TH,Asia/Bangkok
48.98693,2.44892,Gonesse,FR,Europe/Paris
49.03685,8.70745,Bretten,DE,Europe/Berlin
20.88953,-156.47432,Kahului,US,Pacific/Honolulu
0.76755,24.43973,Yangambi,CD,Africa/Lubumbashi
8.56697,123.33471,Dipolog,PH,Asia/Manila
41.9001,-71.08977,Taunton,US,America/New_York
48.25,16.4,Floridsdorf,AT,Europe/Vienna
32.5007,-94.74049,Longview,US,America/Chicago
57.47908,-4.22398,Inverness,GB,Europe/London
46.32374,-120.00865,Sunnyside,US,America/Los_Angeles
48,-4.1,Quimper,FR,Europe/Paris
-16.25,-69.08333,Yunguyo,PE,America/Lima
13.70727,9.15013,Mirriah,NE,Africa/Niamey
11.12018,76.11996,Manjeri,IN,Asia/Kolkata
58.23583,92.48278,Lesosibirsk,RU,Asia/Krasnoyarsk
41.41204,2.18247,el Camp de l'Arpa del Clot,ES,Europe/Madrid
-17.83333,48.41667,Ambatondrazaka,MG,Indian/Antananarivo
3.51667,11.5,Mbalmayo,CM,Africa/Douala
12.35275,121.06761,San Jose,PH,Asia/Manila
20.14298,-77.43532,Media Luna,CU,America/Havana
-7.51611,109.05389,Wangon,ID,Asia/Jakarta
51.03427,5.37429,Houthalen,BE,Europe/Brussels
31.78336,35.23388,East Jerusalem,PS,Asia/Hebron
50.5107,18.30056,Strzelce Opolskie,PL,Europe/Warsaw
34.8825,128.62667,Sinhyeon,KR,Asia/Seoul
41.91738,3.1631,Palafrugell,ES,Europe/Madrid
-11.48472,-37.93278,Rio Real,BR,America/Bahia
25.67927,-80.31727,Kendall,US,America/New_York
-22.57306,-47.1725,Artur Nogueira,BR,America/Sao_Paulo
33.43443,-5.22126,Azrou,MA,Africa/Casablanca
39.09112,-94.41551,Independence,US,America/Chicago
40.87329,14.43865,Somma Vesuviana,IT,Europe/Rome
51.84819,1.26738,Walton-on-the-Naze,GB,Europe/London
21.59983,71.21169,Amreli,IN,Asia/Kolkata
37.08819,-8.2503,Albufeira,PT,Europe/Lisbon
36.81667,117.81667,Zhoucun,CN,Asia/Shanghai
18.65297,-72.09391,Thomazeau,HT,America/Port-au-Prince
54.8421,46.5813,Alatyr’,RU,Europe/Moscow
47.38093,-122.23484,Kent,US,America/Los_Angeles
